"area_code","地域","A2101_住民基本台帳人口（日本人）","A210101_住民基本台帳人口（日本人）（男）","A210102_住民基本台帳人口（日本人）（女）","A2201_住民基本台帳人口（外国人）","A2301_住民基本台帳人口（総数）","A4101_出生数","A4200_死亡数","A5101_転入者数（日本人移動者）","A5102_転出者数（日本人移動者）","A5103_転入者数","A5104_転出者数","A7103_住民基本台帳世帯数（日本人）","A9101_婚姻件数","A9201_離婚件数","B1101_総面積（北方地域及び竹島を除く）","B1102_総面積（北方地域及び竹島を含む）","B1103_可住地面積","B1104_主要湖沼面積","B1105_林野面積","B1106_森林面積","B1107_森林以外の草生地面積","B1201_評価総地積（課税対象土地）","B120103_評価総地積（宅地）","C120110_課税対象所得","C120120_納税義務者数（所得割）","C120130_納税義務者数（均等割）","C2109_事業所数（国・地方公共団体）（経済センサス‐基礎調査結果）","C310201_農家数（販売農家）","C310202_農家数（自給的農家）","C3107_耕地面積","C3401_製造品出荷額等","C3403_製造業事業所数","C3404_製造業従業者数","D1202_一般行政部門職員数（市区町村）","D2201_財政力指数（市町村財政）","D2202_実質収支比率（市町村財政）","D2203_経常収支比率（市町村財政）","D2205_基準財政収入額（市町村財政）","D2206_基準財政需要額（市町村財政）","D2209_一般財源（市町村財政）","D2210_投資的経費（市町村財政）","D2211_実質公債費比率（市町村財政）","D2212_将来負担比率（市町村財政）","D2213_標準財政規模（市町村財政）","D2214_実質赤字比率（市町村財政）","D2215_連結実質赤字比率（市町村財政）","D3201_歳入決算総額（市町村財政）","D320101_地方税（市町村財政）","D320102_地方譲与税（市町村財政）","D320103_利子割交付金（市町村財政）","D320104_ゴルフ場利用税交付金（市町村財政）","D320105_特別地方消費税交付金（市町村財政）","D320106_自動車取得税交付金（市町村財政）","D320107_軽油引取税交付金（市町村財政）","D320108_地方交付税（市町村財政）","D320109_交通安全対策特別交付金（市町村財政）","D320110_分担金及び負担金（市町村財政）","D320111_使用料（市町村財政）","D320113_国庫支出金（市町村財政）","D320115_県支出金（市町村財政）","D320116_財産収入（市町村財政）","D320117_寄附金（市町村財政）","D320118_繰入金（市町村財政）","D320119_繰越金（市町村財政）","D320120_諸収入（市町村財政）","D320121_地方債（市町村財政）","D320122_地方特例交付金（市町村財政）","D3202_自主財源額（市町村財政）","D3203_歳出決算総額（市町村財政）","D320301_議会費（市町村財政）","D320302_総務費（市町村財政）","D320303_民生費（市町村財政）","D3203031_社会福祉費（市町村財政）","D3203032_老人福祉費（市町村財政）","D3203033_児童福祉費（市町村財政）","D3203034_生活保護費（市町村財政）","D3203035_災害救助費（市町村財政）","D320304_衛生費（市町村財政）","D3203042_保健衛生費（市町村財政）","D3203043_保健所費（市町村財政）","D3203044_清掃費（市町村財政）","D320305_労働費（市町村財政）","D3203051_失業対策費（市町村財政）","D320306_農林水産業費（市町村財政）","D320307_商工費（市町村財政）","D320308_土木費（市町村財政）","D3203082_道路橋りょう費（市町村財政）","D3203085_都市計画費（市町村財政）","D3203086_住宅費（市町村財政）","D320309_消防費（市町村財政）","D320310_教育費（市町村財政）","D3203102_小学校費（市町村財政）","D3203103_中学校費（市町村財政）","D3203104_高等学校費（市町村財政）","D3203105_特別支援学校費（市町村財政）","D3203106_幼稚園費（市町村財政）","D3203107_社会教育費（市町村財政）","D3203108_保健体育費（市町村財政）","D320311_災害復旧費（市町村財政）","D320312_公債費（市町村財政）（目的別歳出内訳）","D320401_人件費（市町村財政）","D320402_物件費（市町村財政）","D320403_維持補修費（市町村財政）","D320404_扶助費（市町村財政）","D320405_補助費等（市町村財政）","D320406_普通建設事業費（市町村財政）","D320407_災害復旧事業費（市町村財政）","D320408_失業対策事業費（市町村財政）","D320409_公債費（市町村財政）（性質別歳出内訳）","D320410_積立金（市町村財政）","D320411_投資及び出資金（市町村財政）","D320412_貸付金（市町村財政）","D3205_地方債現在高（市町村財政）","D420102_市町村民税","D420202_固定資産税（市町村税）","E1101_幼稚園数","E1501_幼稚園在園者数","E2101_小学校数","E2401_小学校教員数","E2501_小学校児童数","E3101_中学校数","E3401_中学校教員数","E3501_中学校生徒数","E3901_義務教育学校数","E3902_義務教育学校前期課程学級数","E3903_義務教育学校後期課程学級数","E3904_義務教育学校教員数","E3905_義務教育学校前期課程児童数","E3906_義務教育学校後期課程生徒数","E4101_高等学校数","E4501_高等学校生徒数","F1101_労働力人口","F110101_労働力人口（男）","F110102_労働力人口（女）","F1102_就業者数","F110201_就業者数（男）","F110202_就業者数（女）","F1103_就業者数・主に仕事","F1104_就業者数・家事のほか仕事","F1105_就業者数・通学のかたわら仕事","F1106_就業者数・休業者","F1107_完全失業者数","F110701_完全失業者数（男）","F110702_完全失業者数（女）","F1108_非労働力人口","F110801_非労働力人口（男）","F110802_非労働力人口（女）","F1109_非労働力人口・家事","F1110_非労働力人口・通学","F1111_非労働力人口・その他","F2116_就業者数（65歳以上）","F2201_第1次産業就業者数","F2211_第2次産業就業者数","F2221_第3次産業就業者数","F2401_雇用者数（国勢調査結果）","F2402_役員数","F2403_雇人のある業主数","F2404_雇人のない業主数","F2405_家族従業者数（国勢調査結果）","F2406_自営業主及び家族従業者数","F2409_雇用者数（正規の職員・従業員）","F2410_雇用者数（労働者派遣事業所の派遣社員）","F2411_雇用者数（パート・アルバイト・その他）","F2701_自市区町村で従業している就業者数","F270101_自市区町村で従業している就業者数（男）","F270102_自市区町村で従業している就業者数（女）","F2702_県内他市区町村で従業している就業者数","F270201_県内他市区町村で従業している就業者数（男）","F270202_県内他市区町村で従業している就業者数（女）","F2703_他県で従業している就業者数","F270301_他県で従業している就業者数（男）","F270302_他県で従業している就業者数（女）","F2705_他市区町村への通勤者数","F270501_他市区町村への通勤者数（男）","F270502_他市区町村への通勤者数（女）","F2801_従業地による就業者数","F2802_他県に常住している就業者数","F2803_他市区町村からの通勤者数","G1201_公民館数","G1401_図書館数","H1800_着工新設住宅戸数","H1801_着工新設持家数","H1802_着工新設貸家数","H1803_着工新設分譲住宅数","H1804_着工新設給与住宅数","H1810_着工新設持家・分譲住宅数","H2500_着工居住用建築物床面積","H2600_着工新設住宅床面積","H2601_着工新設持家床面積","H2602_着工新設分譲住宅床面積","H2603_着工新設貸家床面積","H2604_着工新設給与住宅床面積","H5507_総人口（非水洗化人口＋水洗化人口）","H550701_非水洗化人口","H5508_水洗化率（浄化槽人口）","H5509_し尿処理量（し尿＋浄化槽汚泥＋自家処理量）","H5608_ごみ計画収集人口","H5609_ごみ総排出量（総量）","H560901_ごみ総排出量（計画収集量）","H560902_ごみ総排出量（直接搬入量）","H560903_ごみ総排出量（自家処理量）","H560904_ごみ総排出量（集団回収量）","H5610_1人1日当たりの排出量","H5612_ごみ処理量（総量）","H561201_ごみ処理量（直接資源化）","H5613_中間処理後再生利用量","H5614_ごみのリサイクル率","H5615_最終処分量","H7207_軽自動車等台数","H7208_二輪の小型自動車台数","H7209_原動機付自転車台数","H720901_原動機付自転車台数（50ｃｃ以下）","H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）","H720903_原動機付自転車台数（90ｃｃ超）","H720904_原動機付自転車台数（ミニカー）","H7210_軽自動車及び小型特殊自動車台数","H721001_二輪車台数（側車付のものを含む）","H721002_三輪車台数","H7701_テレビ放送受信契約数","H770101_衛星放送受信契約数","H8101_都市計画区域指定面積","H8102_市街化調整区域面積","H8103_市街化区域面積","H8104_用途地域面積","H810401_住居専用地域面積","H810402_住居地域面積","H810403_近隣商業地域面積","H810404_商業地域面積","H810405_準工業地域面積","H810406_工業地域面積","H810407_工業専用地域面積","H810408_商業・近隣商業地域面積","H810409_工業・準工業地域面積","I5101_病院数","I510110_精神科病院数","I510120_一般病院数","I510150_療養病床を有する病院数","I5102_一般診療所数","I510201_有床一般診療所数","I5103_歯科診療所数","I5211_病院病床数","I5212_一般診療所病床数","I5511_介護老人保健施設数（基本票）","I5512_介護老人保健施設定員数（基本票）","J2221_保護施設数（基本票）（医療保護施設を除く）","J230127_介護老人福祉施設数（基本票）","J230128_介護老人福祉施設定員数（基本票）","J2304_老人福祉施設数（基本票）","J230411_養護老人ホーム数（基本票）","J230412_養護老人ホーム定員数（基本票）","J230421_有料老人ホーム数（基本票）","J230422_有料老人ホーム定員数（基本票）","J230431_軽費老人ホーム数（基本票）","J230432_軽費老人ホーム定員数（基本票）","J250204_児童福祉施設等数（基本票）","J250302_保育所等数（基本票）","J250303_公営保育所等数（基本票）","J2804_母子・父子福祉施設数（基本票）","J2905_障害者支援施設等数（基本票）","J2906_婦人保護施設数（基本票）","J4101_国民健康保険被保険者数"
"44206","大分県 臼杵市",37855,18011,19844,376,38231,158,614,790,961,825,970,16868,108,40,29120,29120,8601,0,20639,20637,2,100630991,7452291,38827157,15266,17647,70,782,725,2390,72534,64,2475,249,0.39,3.2,94.4,3841268,10013884,11243207,4819452,8.9,NA,11479127,0,0,22953226,4036655,204074,3171,16161,0,22297,0,6950263,4081,99893,246896,3071900,1972790,123699,804970,644307,460067,200286,3292817,52215,6680935,22537747,171257,4194019,7838581,2295017,1784457,2912124,846963,20,1202896,541661,0,653485,9637,0,1123855,675759,1964200,876659,600502,227906,970587,1608407,552230,144077,2445,0,27379,323843,319044,215612,2562937,2937006,3183412,65510,4398887,1226635,4603840,215612,0,2562937,583225,24390,68800,27185735,1603250,1930933,4,209,13,172,1757,5,94,874,0,0,0,0,0,0,2,711,16903,9184,7719,16160,8696,7464,13930,1820,84,326,743,488,255,14217,5252,8965,4172,1294,8751,3424,1480,4338,10285,12594,900,413,1434,739,2586,8323,161,4110,10934,5273,5661,5009,3259,1750,93,86,7,5102,3345,1757,15070,71,4012,7,2,113,69,42,2,0,71,10767,10003,8051,184,1768,0,38326,4494,48.3,14399,38326,12246,7965,4281,0,0,873,12246,460,2386,23.2,302,21576,387,2600,2200,138,247,15,18589,378,0,14049,6426,4822,0,0,1109,549,337,55,54,49,65,0,109,114,4,0,4,2,31,7,17,508,116,3,236,0,3,188,1,1,60,11,259,0,0,12,10,0,0,5,0,8798
"44207","大分県 津久見市",17129,8028,9101,39,17168,70,292,264,526,274,526,8040,42,27,7950,7950,3001,0,4950,4950,0,24144816,2766153,18655515,6651,7829,38,114,59,297,60912,27,926,126,0.42000000000000004,4.5,97.7,1994499,4798510,5669327,1608215,11.6,32,5569471,0,0,10465622,2242594,85634,1589,0,0,6418,0,3321939,1469,61087,67858,1606821,1068030,35299,105988,291830,308214,117818,763245,19160,3269256,10200522,125143,1432550,3428315,1081917,1054902,883315,394656,13525,775242,290046,0,485196,7301,0,222019,199353,936205,431874,383256,54407,376327,660107,77972,86054,181,0,495,175876,188797,805488,1232472,1878964,1223688,62801,2016486,404131,802727,805488,0,1232472,241284,8400,35700,11151430,909085,1061863,5,137,9,63,662,6,37,349,0,0,0,0,0,0,1,558,7491,4245,3246,7141,4024,3117,6135,830,17,159,350,221,129,7130,2505,4625,2382,544,4204,1532,535,2045,4549,5685,377,148,668,241,1057,3837,54,1794,5287,2963,2324,1644,866,778,183,180,3,1827,1046,781,7556,67,2242,1,1,61,36,24,0,1,36,5490,5344,4140,0,1096,108,16994,1579,36,6778,16994,5954,5562,392,0,0,957,5954,0,4618,77.6,345,8187,128,1288,1124,48,108,8,6771,127,0,7085,3768,4997,0,0,588,191,191,16,36,55,99,0,52,154,1,0,1,0,16,2,10,120,19,2,100,0,2,120,1,1,50,7,177,0,0,4,3,0,0,2,0,3740
"44208","大分県 竹田市",21152,9975,11177,234,21386,88,428,520,705,593,733,9952,71,20,47753,47753,14391,0,33421,32543,878,184041341,7262751,18618066,7694,9181,97,1834,673,6500,2799,24,294,225,0.25,6,96.8,2169467,8421903,9724316,4948660,4.5,36.9,9447077,0,0,20656651,1989852,295723,1485,6276,0,31632,0,7404129,3678,252250,447840,2349709,2357137,116589,352549,1028488,675196,382408,2434273,34612,5332304,19879613,160399,3358864,5005738,1389183,1568015,1380335,666241,1964,1013179,626119,0,387060,15258,0,2410693,740182,1334906,643436,428605,118779,644075,3014565,436237,312898,0,0,207065,1611389,288768,410313,1771441,3427582,3322776,203597,2343564,1541393,4538347,410313,0,1771441,544486,0,0,16818350,773144,941957,4,110,12,124,822,6,74,402,0,0,0,0,0,0,3,627,10785,5821,4964,10506,5637,4869,8960,1369,27,150,279,184,95,7490,2606,4884,2190,665,4635,3647,3263,1318,5885,6283,527,333,1970,1327,3630,4070,73,2140,9376,4932,4444,953,596,357,115,74,41,1068,670,398,11521,176,2083,19,1,44,41,3,0,0,41,4505,4403,4169,0,234,0,21167,4731,74.8,16064,21167,6558,5668,890,0,0,847,6734,0,960,14.3,932,17033,245,1898,1639,79,153,27,14890,202,0,8775,3479,1754,0,0,431,175,146,32,29,49,0,0,61,49,3,1,2,2,23,6,8,504,114,2,153,0,3,170,1,1,60,4,140,0,0,9,8,2,0,3,0,5752
"44209","大分県 豊後高田市",22012,10565,11447,611,22623,127,405,664,705,822,731,10271,66,36,20624,20624,8815,0,11793,11785,8,162536690,8127434,22482539,8773,10122,48,714,578,3010,68246,50,2951,202,0.31,1.5,95.8,2303441,7357903,8239753,1979278,8.3,NA,8281638,0,0,16711119,2314095,146846,1729,0,0,16253,0,5740919,2587,46016,240616,1801670,1117242,134746,466013,1954951,129257,272019,1841240,37893,5596170,16583906,154952,2373139,4509496,1240332,1252666,1577725,438773,0,840101,407423,0,427116,11775,0,907526,1368204,1611905,674766,404034,456787,469474,1063650,256539,120058,3195,0,72910,180612,180029,15745,3257939,2495631,2177272,126479,2633928,1217724,1963533,15745,0,3257939,553249,0,451360,15717975,956531,1104830,4,121,11,117,1001,6,84,514,0,0,0,0,0,0,1,463,10478,5605,4873,10132,5375,4757,8666,1187,26,253,346,230,116,7702,2797,4905,2378,703,4621,2160,1405,2870,5521,7489,505,288,1052,607,1947,4919,236,2334,7473,3781,3692,2333,1375,958,99,80,19,2432,1455,977,10477,74,2777,14,1,98,67,24,7,0,74,11315,9835,7700,718,1417,0,22487,5290,34.1,7807,22487,7109,6126,844,0,139,864,6970,368,823,18.7,441,13228,258,1297,1059,87,130,21,11673,177,2,7928,2830,5300,0,0,586,197,156,30,28,82,93,0,58,175,3,1,2,1,16,0,13,359,0,2,179,1,2,130,1,1,50,4,179,0,0,7,6,0,0,2,0,5409
"44210","大分県 杵築市",28697,13898,14799,176,28873,139,446,842,1095,872,1127,13288,111,45,28008,28008,11725,0,16480,16480,0,141668002,7909105,28284016,11436,13165,78,1132,498,3460,49515,42,2184,246,0.33999999999999997,4.7,100.9,3148432,9100755,10084910,5992731,10.8,62.6,10402975,0,0,23455516,3119566,232437,2188,20815,0,25678,0,6695366,2817,61363,417608,3309282,2191343,105395,422151,1604982,752701,257046,3631744,37541,6779666,22834797,171283,3926393,5514578,1478713,1506070,1739804,787214,2777,1474122,960699,0,513423,2620,0,2026469,226034,1569352,803983,470613,105365,710013,4393997,291164,1807536,0,0,125220,496926,1216931,444633,2375303,2992666,2775816,64914,3538394,1912956,5548098,444633,0,2375303,791743,73829,30000,24725946,1156100,1675837,9,74,10,133,1371,3,55,683,0,0,0,0,0,0,1,591,13360,7327,6033,12828,6978,5850,10895,1565,58,310,532,349,183,9581,3458,6123,3162,975,5444,2824,1748,3361,7150,9399,577,295,1478,775,2548,6187,235,2977,7956,4054,3902,4396,2634,1762,57,53,4,4453,2687,1766,11948,45,3573,15,3,82,60,20,1,1,61,8938,8168,6842,99,1091,136,28976,9161,45.4,13459,28976,7636,7636,0,0,0,720,7636,502,810,17.2,230,17620,293,1550,1258,76,187,29,15777,254,0,10268,3952,5029,0,0,412,170,115,3,28,63,33,0,31,96,3,1,2,1,25,4,8,324,43,3,129,0,5,266,1,1,50,9,229,0,0,12,9,1,0,2,0,6798
"44211","大分県 宇佐市",54952,26020,28932,750,55702,326,831,1244,1609,1373,1693,25316,197,72,43905,43905,17539,0,26347,26344,3,178643117,15478441,61165280,22454,25653,112,1932,788,7890,157433,102,4422,419,0.43000000000000005,7.6,96.6,5804504,13620393,15425128,9731179,6.1,14.6,15878976,0,0,37065517,6268076,314839,4957,163,0,34783,0,8749275,7201,176010,447039,5160134,3301588,155560,102658,4234989,611072,302955,5878171,92938,12511284,35481554,229574,8497723,11786164,3037302,2563914,4742309,1442139,500,2056933,986970,0,1068908,51595,0,2584275,574381,2774664,1139281,1031347,358857,1269063,2599980,387586,486677,0,0,31050,647985,641128,80456,2976746,5145628,3794556,273984,7564818,2109777,9650723,80456,0,2976746,329672,0,64000,29361909,2869574,2678445,5,317,27,297,2763,7,127,1371,0,0,0,0,0,0,4,1594,24620,13210,11410,23517,12503,11014,20131,2835,94,457,1103,707,396,18689,6857,11832,5749,2092,10848,4691,2231,7193,13980,18486,1179,540,2106,1046,3692,12577,403,5506,17148,8505,8643,5566,3439,2127,535,414,121,6101,3853,2248,22433,367,5017,33,3,194,140,43,11,0,151,20717,19448,16298,1151,1999,0,55802,15342,48.4,24738,55802,19268,18192,495,0,581,943,18765,16,1895,12.9,1908,33977,818,2961,2355,220,313,73,30198,566,0,19551,8210,9622,0,0,782,170,388,77,81,42,24,0,158,66,10,1,9,5,41,17,27,880,274,3,228,0,4,260,2,1,70,24,859,1,50,33,29,4,0,4,0,12079
"44212","大分県 豊後大野市",35136,16439,18697,241,35377,164,628,863,1044,928,1071,15834,105,49,60314,60314,15833,0,44530,44530,0,279340360,11714091,33225794,13347,15514,96,1805,1128,6110,30105,46,1459,341,0.27,5.7,94.4,3619322,12943301,14095529,6596439,4.9,NA,14440785,0,0,28164974,3366233,381517,2670,11958,0,41353,0,10297546,4718,397045,383005,3088021,2920299,128407,154282,1397227,853259,310497,3639873,50233,7075366,27113882,172967,5003690,7725358,2219652,2266118,2168152,1071286,150,2843423,945118,0,1898305,18195,0,2180376,544191,1843380,918002,246077,525806,997997,2148081,289539,166822,0,0,293061,704540,502163,767271,2868953,4788590,3362119,118772,4567443,1873928,5829168,767271,0,2868953,214555,55495,30000,22852785,1346894,1653457,7,67,11,159,1531,7,97,785,0,0,0,0,0,0,1,422,16416,8840,7576,15664,8328,7336,13439,1889,73,263,752,512,240,13293,4793,8500,4280,1239,7774,4193,2878,2950,9742,11257,736,319,2069,1155,3543,7552,136,3569,12014,5969,6045,3443,2238,1205,59,52,7,3502,2290,1212,15305,59,3143,7,1,140,91,49,0,0,91,14371,13679,10117,0,3562,0,35091,6183,79.2,15626,35091,11869,6168,5701,0,0,924,11868,1124,369,12.6,1131,25552,489,2449,2039,147,236,27,22614,435,1,13226,6082,2235,0,0,439.9,168.2,182.4,6.3,48,35,0,0,54.3,35,4,0,4,1,31,7,16,369,116,9,338,1,3,250,2,2,120,16,455,0,0,21,12,1,0,4,0,8108
"44213","大分県 由布市",33863,16278,17585,493,34356,225,464,1387,1480,1541,1587,15243,150,49,31932,31932,8992,0,22941,22676,265,173783021,10133930,37881845,14275,17094,76,1243,577,3380,27520,29,1712,232,0.44,4.1,95.8,3858752,8939446,10066761,2883751,7.4,24.2,10549405,0,0,18465768,4068168,217346,3005,29668,0,23354,0,5705275,3542,176624,184711,2510304,1634715,39003,140489,300265,454877,184737,2032359,75972,5585365,17911581,154819,3163017,6178542,1729454,1513351,2243198,688464,4075,1266672,731667,0,535005,7136,0,1103237,283151,1374500,1140430,15842,133075,679361,1323670,224727,94893,0,0,139665,253766,334630,90847,2286629,2951621,2182428,44991,4070461,1510563,2792904,90847,0,2286629,112147,0,0,22470512,1499361,2114887,8,232,10,166,1789,3,68,807,0,0,0,0,0,0,1,343,16166,8756,7410,15531,8368,7163,13032,1936,171,392,635,388,247,10680,3770,6910,3424,1276,5980,3145,1388,2292,11781,12110,772,323,1484,742,2549,8077,211,3822,10106,5059,5047,5216,3164,2052,76,62,14,5292,3226,2066,15465,137,5226,5,3,211,94,89,25,3,119,19285,18142,10902,2499,4080,661,34324,1528,93.1,26706,34324,11708,11579,129,0,0,932,11708,432,688,9.6,1913,19128,358,2104,1682,111,281,30,16666,406,0,14284,7137,4363,0,0,1093.1,815.1,206,24,26,22,0,0,50,22,4,0,4,2,25,8,11,922,128,3,200,0,5,303,4,1,80,12,302,1,100,13,9,0,0,7,0,7140
"44214","大分県 国東市",27397,13154,14243,285,27682,99,513,740,861,791,877,12867,78,37,31810,31810,12161,0,19647,19586,61,238766293,9052280,25362483,10594,12363,85,1120,1016,3810,132941,48,4146,276,0.31,3.6,97.6,3206645,10329540,11493390,4861316,7.4,NA,11788810,0,0,23806026,3105141,289334,2026,8192,0,28694,0,8053504,3985,144799,267762,2178080,1487244,153989,2292571,1063575,619439,226390,3241043,45411,7937611,23237434,171825,5278509,5743513,1726467,1768079,1597165,651672,130,1363350,938556,0,424794,4923,0,1419125,400977,1794364,728046,515166,290516,761490,3933628,1368154,581375,0,0,249859,1098292,294811,13170,2352560,3798522,2724922,124678,3174148,2068309,4848146,13170,0,2352560,1555987,244837,1800,20193801,1088724,1733892,7,36,11,125,1100,4,56,556,0,0,0,0,0,0,2,489,12989,7092,5897,12532,6791,5741,10687,1566,19,260,457,301,156,10325,3883,6442,3094,810,6421,2958,2086,3656,6726,9068,561,306,1627,901,2834,6154,251,2663,10596,5595,5001,1805,1100,705,56,54,2,1861,1154,707,13873,73,3202,19,4,61,41,13,6,1,47,6767,6079,4686,281,888,224,27784,4395,40.8,9345,27784,9052,8061,991,0,0,890,9053,987,609,17.6,527,17911,230,1759,1507,76,156,20,15922,208,1,11030,4362,827,0,0,264,150.9,58.6,13,20.6,20.9,0,0,33.6,20.9,3,0,3,2,21,6,13,344,99,3,180,0,4,244,2,2,100,1,18,0,0,13,11,5,0,1,0,6853
"44322","大分県 姫島村",1989,954,1035,2,1991,6,25,30,53,32,53,891,11,3,699,699,445,0,254,254,0,4554448,390922,1450106,627,797,23,0,66,35,183,5,58,66,0.11,18,85.7,135468,1235018,1466725,679916,5.2,NA,1301959,0,0,2808320,124110,9061,115,0,0,1033,NA,1328154,0,116,44407,178200,167551,26088,1780,111857,216243,58094,502181,5400,583493,2568391,36489,616109,348094,124111,152064,71919,0,0,597910,106954,0,490956,0,0,191461,104671,105342,33185,50530,12224,69556,220754,22044,40087,6053,0,17717,62324,21494,0,227441,530379,379927,8308,86619,94499,679916,0,0,227441,215562,0,20000,2147799,NA,NA,1,12,1,12,69,1,12,33,0,0,0,0,0,0,0,0,792,418,374,776,403,373,632,116,1,27,16,15,1,798,309,489,258,8,532,229,169,99,508,539,17,37,117,66,220,342,6,191,669,351,318,95,43,52,6,6,0,101,49,52,701,1,26,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,72,16.7,106,2001,691,590,101,23,0,944,691,0,17,2.5,131,1292,9,234,215,5,14,0,1049,13,0,861,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,627
"44341","大分県 日出町",28304,13620,14684,145,28449,218,290,1040,998,1070,1010,12303,120,41,7332,7332,4201,0,3132,3009,123,49577894,5458914,33373872,12255,13725,41,346,318,727,46387,49,1719,141,0.5700000000000001,2.5,97.5,2903484,5043610,5522491,766669,8.7,64.2,6117135,0,0,10326567,3068994,111064,2664,1552,0,12575,NA,2278449,2843,40186,78832,1522501,960294,107446,318619,384686,45790,67529,726295,63984,4155266,10158331,140550,1683539,3817379,1214938,915281,1687160,0,0,654050,320829,0,333221,0,0,232072,156764,923178,333429,447779,33866,416274,1258695,183551,59378,0,0,325160,310146,241955,2002,873828,1806561,1368372,73785,2552232,1293823,764667,2002,0,873828,172786,112874,600,10220875,NA,NA,7,185,6,102,1582,3,61,828,0,0,0,0,0,0,1,459,13108,6994,6114,12518,6631,5887,10760,1358,65,335,590,363,227,8852,3254,5598,2996,1172,4684,1972,732,2966,8593,10319,489,238,889,430,1557,7138,226,2955,5880,2812,3068,6342,3633,2709,84,72,12,6426,3705,2721,9394,25,3302,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28436,1726,47.5,6211,28436,8203,5793,2258,0,152,788,8052,502,863,18.5,333,12941,301,1322,1040,69,194,19,11318,268,0,9589,4885,4039,0,0,570,356,108,61,26,9,10,0,87,19,3,0,3,1,18,3,10,238,25,3,191,1,1,82,0,0,0,9,329,0,0,11,8,0,0,8,0,5636
"44461","大分県 九重町",9233,4393,4840,109,9342,41,144,217,322,252,337,3801,31,8,27137,27137,5726,0,21250,20579,671,70708158,2769490,7869853,3327,4307,36,734,363,2000,6478,13,467,112,0.33999999999999997,10.9,93.1,1216453,3519484,3920411,1171708,5.8,NA,3970837,0,0,7486358,1261999,101296,590,2490,0,9794,NA,2531381,1714,44987,534022,599053,583032,14507,97530,715353,348409,204159,218728,25735,3227197,7040863,86257,1601033,1606032,501512,557668,546852,0,0,550952,279850,0,271102,3052,0,416400,277756,605819,350126,150,232551,244228,755803,134357,114483,0,0,34715,201626,172441,119959,773572,1142312,1538845,26003,522102,845910,1051749,119959,0,773572,401119,0,0,5757847,NA,NA,0,0,6,61,422,1,22,193,0,0,0,0,0,0,0,0,4578,2518,2060,4454,2436,2018,3812,552,5,85,124,82,42,2993,1022,1971,950,213,1830,1391,1197,805,2443,2805,283,129,681,542,1352,1813,37,955,3326,1862,1464,1072,543,529,48,28,20,1120,571,549,4358,129,1024,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9390,1246,86.7,8527,9390,2517,2326,191,0,0,732,2651,25,160,7,369,6629,132,573,455,39,61,18,5924,137,0,4118,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,38,1,114,0,1,50,1,1,60,3,128,0,0,2,2,2,0,0,0,2574
"44462","大分県 玖珠町",15128,7330,7798,116,15244,73,240,766,674,782,676,6562,62,26,28660,28660,4496,0,24156,20617,3539,79281941,3883204,14923914,5979,6920,39,945,469,2070,9312,18,596,130,0.36,10.7,95.3,1562163,4372996,4786673,1619166,2.8,NA,4952081,0,0,9570076,1559317,113617,1221,0,0,11146,NA,3096046,1854,33593,96345,1463983,946046,20177,39735,740218,233896,123681,709000,17693,2857032,9010565,108311,1353455,2530629,837400,814750,878447,0,32,718057,325740,0,392317,1638,0,663679,252137,823943,695892,27671,49094,316046,1325481,285887,130373,0,0,32379,285544,243257,213137,704052,1557580,1261852,10936,1344965,1185539,1406029,213137,0,704052,318494,0,36000,7748386,NA,NA,2,64,11,91,713,1,29,347,0,0,0,0,0,0,1,301,7880,4393,3487,7656,4268,3388,6492,1008,7,149,224,125,99,4443,1479,2964,1564,420,2459,1979,1221,1411,4853,5417,378,210,961,608,1779,3763,66,1588,5944,3229,2715,1537,915,622,79,66,13,1616,981,635,7452,79,1412,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15287,3430,77.6,12292,15287,4621,4161,460,0,0,826,4905,45,270,6.4,674,10209,209,851,669,60,109,13,9149,219,0,5474,2795,1058,0,0,301,163.8,86.4,20.8,16,14,0,0,36.8,14,3,0,3,1,13,3,8,145,43,1,82,0,2,106,1,0,0,1,52,0,0,9,5,0,0,1,0,3763
